tweet,hashtags,timestamp,full_url,like_count,retweet_count,language,is_about_learning
"مع عودة الدراسة في بعض البلدان واقترابها في أخرى.. 6 أدوات ذكاء اصطناعي ستساعد المعلم والطالب في الكثير من المهام.. فما هي؟ https://fifreedomtoday.com/%d9%85%d8%b9-%d8%b9%d9%88%d8%af%d8%a9-%d8%a7%d9%84%d8%af%d8%b1%d8%a7%d8%b3%d8%a9-%d8%aa%d8%b9%d8%b1%d9%91%d9%81-%d8%a5%d9%84%d9%89-6-%d9%85%d9%86-%d8%a3%d9%81%d8%b6%d9%84-%d8%a3%d8%af%d9%88%d8%a7/…… 
#Education #AI #BackToStudy #fifreedomtoday #التعليم #الذكاء_الاصطناعي #عودة_الدراسة","['#Education', '#AI', '#BackToStudy', '#fifreedomtoday', '#التعليم', '#الذكاء_الاصطناعي', '#عودة_الدراسة']",26/08/2023,https://x.com/fifreedomtoday/status/1695571829811724749,0,0,ar,True
"#سدايا تطلق «برنامج مبرمجي ذكاء المستقبل» بالتعاون مع وزارة التعليم

#مجلة_الجوهرة","['#سدايا', '#مجلة_الجوهرة']",23/08/2023,https://x.com/AljawharaMag/status/1694295237965856834,0,0,ar,True
"شرفت بأن أكون ضمن نخبة مدربي برنامج ""مبرمجي ذكاء المستقبل"" بنسخته الحضورية والمقام في مدينة جدة واهو احدى مبادرات الهيئة السعودية للبيانات والذكاء الاصطناعي وبالتعاون مع وزارة التعليم  لتدريب المعلمين والمعلمات وتعريفهم على مباديء الذكاء الاصطناعي وتعلم الالة والرؤية الحاسوبية",[],22/08/2023,https://x.com/meshal_elzubidi/status/1694096295189778651,5,2,ar,True
“سدايا” و”التعليم” تطلقان برنامج ذكاء المستقبل لتدريب معلمي الحاسب في الرياض وجدة والدمام https://ekhbareeat.com/?p=110992,[],21/08/2023,https://x.com/ekhbareeat/status/1693693821014458861,0,0,ar,True
"أطلقت الهيئة السعودية للبيانات والذكاء الاصطناعي "" #سدايا "", برنامج ""مبرمجي ذكاء المستقبل"" في مرحلته الثانية، لتدريب معلمي الحاسب الآلي في التعليم العام بـ #الرياض، و #جدة ، و #الدمام، على تقنيات الذكاء الاصطناعي.
#اليوم 
للتفاصيل..https://alyaum.com/article/6482985","['#سدايا', '#الرياض', '#جدة', '#الدمام', '#اليوم']",21/08/2023,https://x.com/alyaum/status/1693666434230989223,2,1,ar,True
"""سدايا"" و ""التعليم"" تُطلقان برنامج (مبرمجي ذكاء المستقبل) لتدريب معلمي الحاسب في الرياض وجدة والدمام   
https://dora.sa/240404",[],21/08/2023,https://x.com/dora_press/status/1693663737264193842,0,0,ar,True
"“ #سدايا ” و”التعليم” تُطلقان برنامج “مبرمجي ذكاء المستقبل” في #الرياض و #جدة و #الدمام

https://alweeam.com.sa/972707

#أخبار_الوئام","['#سدايا', '#الرياض', '#جدة', '#الدمام', '#أخبار_الوئام']",21/08/2023,https://x.com/alweeamnews/status/1693661803807490362,2,1,ar,True
«سدايا» و«التعليم» تُطلقان برنامج «مبرمجي ذكاء المستقبل» http://dlvr.it/StynCL,[],21/08/2023,https://x.com/KSANews/status/1693652469895909830,0,0,ar,True
""" #سدايا"" و "" #التعليم"" تُطلقان برنامج (مبرمجي ذكاء المستقبل) لتدريب معلمي الحاسب في #الرياض و #جدة و #الدمام

https://al-madina.com/article/851217

#صحيفة_المدينة","['#سدايا', '#التعليم', '#الرياض', '#جدة', '#الدمام', '#صحيفة_المدينة']",21/08/2023,https://x.com/Almadinanews/status/1693651519965422008,0,0,ar,True
" #سدايا و #التعليم تُطلقان برنامج (مبرمجي ذكاء المستقبل) لتدريب معلمي الحاسب في #الرياض و #جدة و #الدمام 
.
https://ghrannews.com/337341/
.
#صحيفة_غراس","['#سدايا', '#التعليم', '#الرياض', '#جدة', '#الدمام', '#صحيفة_غراس']",21/08/2023,https://x.com/ghranchannel/status/1693650308751130994,2,0,ar,True
